name,dipole_moment,hyd_moment,net_charge,pro_pI_3D
SAD8046_P05_E04.L  SAD8046_P05_E04.H,417.02368,328.34479,1.9889309,8.0600586
SAD8046_P05_A02.L  SAD8046_P05_A02.H,357.27042,434.13956,0.001237294,6.8442383
SAD8046_P04_E01.L  SAD8046_P04_E01.H,524.61438,623.32031,2.2433569,7.6791992
SAD8046_P02_A01.L  SAD8046_P02_A01.H,360.34879,371.22809,3.1997788,8.1333008
SAD8046_P05_G04.L  SAD8046_P05_G04.H,473.55676,523.52753,3.1651053,8.1479492
SAD8046_P01_B06.L  SAD8046_P01_B06.H,367.7027,527.27826,-1.3319174,6.6538086
SAD8046_P02_E11.L  SAD8046_P02_E11.H,525.97278,571.04865,0.44510761,7.7963867
SAD8046_P06_F03.L  SAD8046_P06_F03.H,654.67957,500.16333,-1.670049,5.8588867
SAD8046_P06_H02.L  SAD8046_P06_H02.H,769.4801,325.48511,1.2011216,7.8842773
SAD8046_P01_C09.L  SAD8046_P01_C09.H,318.27493,320.11496,3.9923859,8.675293
SAD8046_P04_F01.L  SAD8046_P04_F01.H,408.20792,772.46893,0.28993517,7.4887695
SAD8046_P05_A08.L  SAD8046_P05_A08.H,443.67999,430.41312,4.1369476,8.440918
SAD8046_P05_G08.L  SAD8046_P05_G08.H,497.88724,351.76233,5.1034384,8.2358398
SAD8046_P02_H02.L  SAD8046_P02_H02.H,846.43188,494.30988,5.2142854,8.8217773
SAD8046_P05_F09.L  SAD8046_P05_F09.H,591.19653,126.00292,7.9269028,8.9536133
SAD8045_P02_H09.L  SAD8045_P02_H09.H,402.33206,467.26547,0.25784644,7.1225586
SAD8045_P01_H11.L  SAD8045_P01_H11.H,488.9805,408.77307,4.1459188,8.7045898
SAD8045_P05_F02.L  SAD8045_P05_F02.H,504.13385,541.40509,2.8619537,7.6938477
SAD8045_P05_C01.L  SAD8045_P05_C01.H,583.05682,350.02557,0.46191034,7.7524414
SAD8045_P02_B08.L  SAD8045_P02_B08.H,252.29352,536.99292,0.48099825,7.605957
SAD8045_P06_G05.L  SAD8045_P06_G05.H,652.30005,367.66119,3.410105,8.074707
SAD8045_P04_F07.L  SAD8045_P04_F07.H,444.69907,236.50636,2.1773307,7.972168
SAD8045_P02_H07.L  SAD8045_P02_H07.H,428.35507,338.00125,1.4505539,8.0161133
SAD8045_P01_A07.L  SAD8045_P01_A07.H,518.93536,475.72809,2.2493742,7.8989258
SAD8045_P01_G07.L  SAD8045_P01_G07.H,541.23114,111.14362,4.4921284,8.9389648
SAD8045_P01_E02.L  SAD8045_P01_E02.H,444.05484,490.29871,-1.2222605,6.8588867
SAD8045_P02_C12.L  SAD8045_P02_C12.H,571.95331,600.25464,-0.42911887,6.7856445
SAD8045_P05_D12.L  SAD8045_P05_D12.H,539.81769,545.06714,-2.6272788,5.5161133
SAD8045_P04_C01.L  SAD8045_P04_C01.H,542.13947,393.50818,2.1569929,7.9428711
SAD8045_P02_F01.L  SAD8045_P02_F01.H,532.66992,290.76019,-0.26061523,6.902832
SAD8045_P02_B02.L  SAD8045_P02_B02.H,483.03693,307.86523,5.4856052,8.8071289
SAD8045_P05_D08.L  SAD8045_P05_D08.H,306.05103,721.72784,7.4098477,9.378418
SAD8045_P02_A10.L  SAD8045_P02_A10.H,625.09418,476.78421,2.1683099,8.1479492
SAD8045_P04_E11.L  SAD8045_P04_E11.H,389.69229,453.11426,-0.068504602,7.5180664
SAD8045_P04_H11.L  SAD8045_P04_H11.H,279.38165,358.70056,-1.4860848,5.7700195
SAD8045_P01_H04.L  SAD8045_P01_H04.H,579.8808,544.52734,3.9498179,8.7045898
SAD8045_P02_G06.L  SAD8045_P02_G06.H,627.8924,483.13254,-0.17917971,6.8881836
SAD8045_P01_C03.L  SAD8045_P01_C03.H,581.20642,126.48003,2.4243588,7.9282227
SAD8045_P02_H05.L  SAD8045_P02_H05.H,272.07742,331.78946,3.1196387,7.6352539
SAD8045_P01_B08.L  SAD8045_P01_B08.H,575.89362,561.02264,5.5988083,9.1879883
SAD8045_P01_A08.L  SAD8045_P01_A08.H,826.56976,674.25372,2.2609017,7.6206055
SAD8045_P01_E12.L  SAD8045_P01_E12.H,534.0329,645.88361,2.8321531,8.3676758
SAD8045_P02_A07.L  SAD8045_P02_A07.H,433.32706,349.46915,2.5021367,7.8989258
SAD8045_P02_D05.L  SAD8045_P02_D05.H,456.22092,279.39517,-2.743504,5.7446289
SAD8045_P02_H06.L  SAD8045_P02_H06.H,319.59872,241.32132,0.26319176,7.5180664
SAD8045_P01_F09.L  SAD8045_P01_F09.H,302.17358,414.2988,5.1936016,8.8217773
SAD8045_P02_C07.L  SAD8045_P02_C07.H,479.03683,617.5954,-1.9116158,5.8081055
SAD8045_P01_H08.L  SAD8045_P01_H08.H,594.35449,152.23932,7.6155677,9.4223633
SAD8040_P02_F01.L  SAD8040_P02_F01.H,387.00366,396.71771,-1.9781514,6.7856445
SAD8040_P01_G11.L  SAD8040_P01_G11.H,325.3783,436.24744,-1.0544944,5.5288086
SAD8040_P01_B11.L  SAD8040_P01_B11.H,720.88055,300.96225,3.7273376,8.4555664
SAD8040_P01_F01.L  SAD8040_P01_F01.H,360.63489,466.99829,0.2150936,7.6352539
SAD8040_P01_D06.L  SAD8040_P01_D06.H,744.4118,614.61536,4.0762515,8.543457
SAD8040_P01_B06.L  SAD8040_P01_B06.H,660.31775,384.28418,2.6571167,8.206543
SAD8040_P01_H06.L  SAD8040_P01_H06.H,704.21448,364.99442,2.3721645,7.840332
SAD8040_P01_D10.L  SAD8040_P01_D10.H,305.33121,362.61563,4.4918323,8.9389648
SAD8040_P01_A09.L  SAD8040_P01_A09.H,280.76929,425.32642,-2.3740768,4.8305664
SAD8040_P02_E04.L  SAD8040_P02_E04.H,593.76526,464.96573,4.1056204,8.7485352
SAD8040_P01_A03.L  SAD8040_P01_A03.H,676.4256,626.74835,1.8926687,8.0893555
SAD8040_P01_F07.L  SAD8040_P01_F07.H,193.10904,727.1936,-2.2120595,5.2749023
SAD8040_P02_H02.L  SAD8040_P02_H02.H,374.52325,723.52661,-2.6589637,4.8432617
SAD8040_P02_D02.L  SAD8040_P02_D02.H,532.93915,487.77725,4.5205894,9.1000977
SAD8040_P02_E01.L  SAD8040_P02_E01.H,147.57591,132.06174,3.594425,8.9389648
SAD8040_P01_F03.L  SAD8040_P01_F03.H,423.55807,142.12935,-2.278507,6.5512695
SAD8040_P01_B02.L  SAD8040_P01_B02.H,443.92224,123.99394,-1.0305035,7.3422852
SAD8040_P01_G05.L  SAD8040_P01_G05.H,700.84583,611.06281,2.4386208,8.0161133
SAD8040_P02_H05.L  SAD8040_P02_H05.H,627.20941,546.95361,5.1081557,8.6459961
SAD8044_P04_H07.L  SAD8044_P04_H07.H,418.7612,602.2652,4.4374213,8.5727539
SAD8044_P02_A06.L  SAD8044_P02_A06.H,625.34723,79.600937,4.1020937,8.0600586
SAD8044_P03_G06.L  SAD8044_P03_G06.H,359.24048,325.20428,4.5063748,9.012207
SAD8044_P03_C08.L  SAD8044_P03_C08.H,258.95685,480.89514,-1.6041521,5.1987305
SAD8044_P01_F03.L  SAD8044_P01_F03.H,375.05258,168.84396,2.6722157,7.8110352
SAD8044_P01_B12.L  SAD8044_P01_B12.H,486.20087,732.32776,-1.3965778,6.3920898
SAD8044_P04_D10.L  SAD8044_P04_D10.H,450.44998,400.69403,2.8447065,8.2358398
SAD8044_P01_F07.L  SAD8044_P01_F07.H,391.20627,708.06689,2.4706204,7.9575195
SAD8044_P03_B08.L  SAD8044_P03_B08.H,575.79089,1023.5155,1.9340574,8.777832
SAD8044_P01_B01.L  SAD8044_P01_B01.H,415.25671,549.11853,5.2280049,8.7924805
SAD8044_P01_F09.L  SAD8044_P01_F09.H,367.6644,390.88702,2.9572313,8.1918945
SAD8044_P02_B02.L  SAD8044_P02_B02.H,115.1998,554.07587,3.107743,8.2944336
SAD8044_P03_D03.L  SAD8044_P03_D03.H,214.35966,289.97137,2.5054524,7.5766602
SAD8044_P04_F08.L  SAD8044_P04_F08.H,595.56451,143.1032,2.1018522,7.9428711
SAD8044_P03_A03.L  SAD8044_P03_A03.H,321.72345,264.20169,4.6382632,8.4848633
SAD8044_P01_E09.L  SAD8044_P01_E09.H,480.71313,177.605,4.283916,8.4995117
SAD8044_P03_B09.L  SAD8044_P03_B09.H,590.38214,342.80606,3.6828723,9.144043
SAD8044_P02_G10.L  SAD8044_P02_G10.H,544.62006,599.25024,3.4050508,8.1918945
SAD4605_P09_B04.L  SAD4605_P09_B04.H,290.87888,147.20471,-0.49080813,7.1518555
SAD4931_P21_C05.L  SAD4931_P21_C05.H,334.90616,218.25813,3.7631178,8.5727539
SAD4931_P09_D09.L  SAD4931_P09_D09.H,453.1124,309.55829,4.9296227,9.3491211
SAD4931_P21_A05.L  SAD4931_P21_A05.H,305.84958,448.47662,4.3826303,9.378418
SAD4605_P10_C05.L  SAD4605_P10_C05.H,366.58752,262.3866,4.9368496,8.2211914
SAD4605_P08_D07.L  SAD4605_P08_D07.H,463.34964,632.87256,-4.4376712,5.4272461
SAD4931_P16_C05.L  SAD4931_P16_C05.H,384.5148,174.91394,3.6282208,8.3969727
SAD4843_P06_D02.L  SAD4843_P06_D02.H,334.88678,339.92157,-2.2831924,5.1860352
SAD4931_P21_E01.L  SAD4931_P21_E01.H,187.9301,279.75977,1.1641121,7.5180664
SAD4605_P15_F04.L  SAD4605_P15_F04.H,518.22455,347.40808,-3.8345435,5.300293
SAD4843_P08_A06.L  SAD4843_P08_A06.H,576.85889,501.00848,0.4343864,7.7231445
SAD4843_P07_H07.L  SAD4843_P07_H07.H,151.17439,533.57227,-4.645391,5.0336914
SAD4605_P08_E02.L  SAD4605_P08_E02.H,710.82111,593.65887,-3.1837864,4.9575195
SAD4605_P09_H02.L  SAD4605_P09_H02.H,633.58221,471.11823,-0.65154099,6.8295898
SAD4605_P08_E05.L  SAD4605_P08_E05.H,334.29324,382.60498,-1.0188388,6.3793945
SAD4605_P08_C05.L  SAD4605_P08_C05.H,513.65979,705.8656,-0.010513841,7.4008789
SAD4605_P08_H07.L  SAD4605_P08_H07.H,332.18887,339.44519,-0.24781546,6.902832
SAD4605_P08_B02.L  SAD4605_P08_B02.H,520.70837,716.69086,2.6935158,8.2211914
SAD4931_P21_F09.L  SAD4931_P21_F09.H,372.72534,593.06781,-0.37150472,7.1518555
SAD4843_P07_D07.L  SAD4843_P07_D07.H,239.37227,301.93689,-2.0846443,5.3891602
SAD4683_P15_A06.L  SAD4683_P15_A06.H,400.39795,335.85126,4.3807869,8.543457
SAD4843_P06_H11.L  SAD4843_P06_H11.H,619.09308,156.12175,4.4038434,8.440918
SAD4843_P04_D05.L  SAD4843_P04_D05.H,473.4158,219.01227,-0.38849244,7.3276367
SAD4931_P11_E12.L  SAD4931_P11_E12.H,322.87851,587.62762,-1.3227681,6.480957
SAD4605_P08_E04.L  SAD4605_P08_E04.H,795.2373,331.87363,-4.0428882,4.9194336
SAD4931_P17_A03.L  SAD4931_P17_A03.H,452.37534,521.52319,2.4651034,7.8256836
SAD4931_P11_G11.L  SAD4931_P11_G11.H,241.35002,450.45651,5.4029884,8.3383789
SAD4931_P09_G05.L  SAD4931_P09_G05.H,498.62744,491.15027,4.4624801,8.909668
SAD4843_P07_D06.L  SAD4843_P07_D06.H,263.33707,533.35468,5.3931546,9.144043
SAD4931_P11_A01.L  SAD4931_P11_A01.H,799.39423,452.18802,3.8006992,8.7924805
SAD4605_P15_G08.L  SAD4605_P15_G08.H,343.8476,482.01764,0.38611683,7.9428711
SAD4931_P09_F06.L  SAD4931_P09_F06.H,462.38257,577.81787,2.9664001,8.4262695
SAD4605_P16_F06.L  SAD4605_P16_F06.H,686.25452,179.97168,2.1311991,7.8696289
SAD4605_P15_G09.L  SAD4605_P15_G09.H,87.389282,194.13783,4.2685738,8.6459961
SAD4605_P15_A09.L  SAD4605_P15_A09.H,404.57031,690.48224,2.8346994,8.1333008
SAD4605_P15_C01.L  SAD4605_P15_C01.H,295.43842,591.27063,-1.3088164,5.4145508
SAD4605_P09_E06.L  SAD4605_P09_E06.H,641.63922,98.042755,-2.5058522,5.0209961
SAD4605_P15_B02.L  SAD4605_P15_B02.H,590.07935,803.32001,4.7833567,8.6899414
SAD4605_P15_F07.L  SAD4605_P15_F07.H,385.03595,709.71313,-1.6944473,6.3540039
SAD4605_P08_B01.L  SAD4605_P08_B01.H,187.41487,607.94489,4.7429271,9.3344727
SAD4931_P23_G02.L  SAD4931_P23_G02.H,127.01254,457.63376,-2.179158,5.6430664
SAD4605_P09_C02.L  SAD4605_P09_C02.H,345.06937,296.82526,3.0526817,8.2358398
SAD4605_P08_B08.L  SAD4605_P08_B08.H,359.5249,233.43094,3.8657532,8.777832
SAD4605_P09_B05.L  SAD4605_P09_B05.H,314.47739,151.34326,-0.25646377,6.277832
SAD4605_P10_A01.L  SAD4605_P10_A01.H,265.00815,133.43558,2.0290284,8.0161133
SAD4683_P15_G06.L  SAD4683_P15_G06.H,84.248154,549.08521,-1.3232267,5.3129883
SAD4605_P10_G04.L  SAD4605_P10_G04.H,338.60602,211.55203,3.7526512,8.543457
SAD4605_P09_B12.L  SAD4605_P09_B12.H,201.67375,322.15854,0.42426243,7.972168
SAD4605_P09_F12.L  SAD4605_P09_F12.H,107.76356,110.03223,-0.33239296,6.8295898
SAD4605_P09_F04.L  SAD4605_P09_F04.H,347.44504,130.69278,3.7008641,8.5581055
SAD4605_P16_A04.L  SAD4605_P16_A04.H,252.47035,283.56674,2.4885485,8.206543
SAD4843_P06_G03.L  SAD4843_P06_G03.H,307.0033,312.25256,0.36581671,7.605957
SAD4605_P09_E02.L  SAD4605_P09_E02.H,392.36542,213.17526,6.5369925,9.2758789
SAD4931_P21_F04.L  SAD4931_P21_F04.H,367.45224,553.05896,4.1792259,8.8657227
SAD4683_P15_A03.L  SAD4683_P15_A03.H,631.2218,550.83246,-4.7574778,5.097168
SAD4931_P17_G01.L  SAD4931_P17_G01.H,456.99115,699.93695,0.063224718,7.4008789
SAD4605_P08_D10.L  SAD4605_P08_D10.H,323.83597,540.29303,-2.4790442,6.0620117
SAD4931_P11_C05.L  SAD4931_P11_C05.H,624.59082,770.28668,7.3464651,9.1733398
SAD4605_P16_A07.L  SAD4605_P16_A07.H,409.77863,493.40186,-0.4246484,6.5512695
SAD4605_P16_D06.L  SAD4605_P16_D06.H,195.22882,587.09113,-1.7015867,5.4907227
SAD4605_P15_B08.L  SAD4605_P15_B08.H,275.31628,364.63837,-4.6842003,4.5258789
SAD4931_P11_C09.L  SAD4931_P11_C09.H,463.12271,525.64227,-0.26613197,6.565918
SAD4843_P06_G06.L  SAD4843_P06_G06.H,535.19861,292.59665,2.8972206,7.8989258
SAD4931_P21_C12.L  SAD4931_P21_C12.H,393.22137,98.622002,-2.5255637,5.5668945
SAD4605_P15_F12.L  SAD4605_P15_F12.H,641.90356,431.46661,2.7863815,8.2504883
SAD4931_P11_H01.L  SAD4931_P11_H01.H,665.98407,158.61285,4.2865267,8.8217773
SAD4931_P11_B06.L  SAD4931_P11_B06.H,629.74591,204.69441,-0.29040664,6.5952148
SAD4605_P10_B03.L  SAD4605_P10_B03.H,214.01213,835.71173,-1.5060637,5.8081055
SAD4843_P04_E11.L  SAD4843_P04_E11.H,321.63513,378.02512,2.1388631,7.8110352
SAD4843_P04_F02.L  SAD4843_P04_F02.H,252.252,562.98901,-4.1703806,5.0209961
SAD4605_P16_F07.L  SAD4605_P16_F07.H,655.51782,472.58472,-0.5540837,7.1079102
SAD4605_P16_F08.L  SAD4605_P16_F08.H,472.95679,208.76472,2.4524457,7.371582
SAD4843_P04_A10.L  SAD4843_P04_A10.H,353.35254,425.27075,0.050591379,7.605957
SAD4843_P04_A03.L  SAD4843_P04_A03.H,166.95956,398.02414,-0.91922122,6.4301758
SAD4931_P17_A04.L  SAD4931_P17_A04.H,674.37091,267.95581,-2.4610119,5.871582
SAD4605_P15_G11.L  SAD4605_P15_G11.H,774.81519,300.29822,-3.5198092,4.9956055
SAD4843_P07_B09.L  SAD4843_P07_B09.H,455.73544,316.96085,-8.7739143,4.7416992
SAD4843_P06_A02.L  SAD4843_P06_A02.H,529.0899,359.61154,-3.3428226,5.1352539
SAD4605_P15_B12.L  SAD4605_P15_B12.H,336.91995,453.1178,5.5556536,9.612793
SAD4931_P21_H10.L  SAD4931_P21_H10.H,278.53986,594.74084,-3.0597489,6.1254883
SAD4683_P15_H09.L  SAD4683_P15_H09.H,560.00006,233.19969,-3.4256685,5.4526367
SAD4843_P06_B08.L  SAD4843_P06_B08.H,523.47339,403.45547,5.3974404,8.675293
SAD4843_P06_F10.L  SAD4843_P06_F10.H,645.32391,451.35077,2.5334215,8.4995117
SAD4605_P16_G03.L  SAD4605_P16_G03.H,278.41278,678.72949,-4.63836,5.2241211
SAD4605_P09_E09.L  SAD4605_P09_E09.H,398.04654,528.85272,0.075970717,6.6831055
SAD4931_P16_C04.L  SAD4931_P16_C04.H,250.14052,304.32303,-1.0846108,5.9604492
SAD4683_P15_A10.L  SAD4683_P15_A10.H,377.08701,205.20107,-0.13359238,6.902832
SAD4843_P07_B06.L  SAD4843_P07_B06.H,366.50656,328.1077,-0.46448648,7.137207
SAD4931_P21_B03.L  SAD4931_P21_B03.H,437.64981,247.08328,1.4797187,7.4448242
SAD4931_P17_C05.L  SAD4931_P17_C05.H,272.58725,372.94928,3.2607324,8.6313477
SAD4931_P16_E01.L  SAD4931_P16_E01.H,336.78165,298.85217,2.892457,8.6313477
SAD4605_P15_F10.L  SAD4605_P15_F10.H,403.66174,540.96869,3.2507708,8.0014648
SAD4605_P09_C07.L  SAD4605_P09_C07.H,194.47575,957.32141,-3.4254313,6.5952148
SAD4605_P08_D09.L  SAD4605_P08_D09.H,816.37274,763.91766,-8.1083069,4.2592773
SAD4605_P15_G04.L  SAD4605_P15_G04.H,155.97223,844.37524,-5.2875724,5.8334961
SAD4605_P09_C11.L  SAD4605_P09_C11.H,371.72882,739.02997,-3.6837108,6.1889648
SAD4931_P16_E06.L  SAD4931_P16_E06.H,350.1582,525.04395,-0.19996311,7.3862305
SAD4931_P20_E02.L  SAD4931_P20_E02.H,136.4185,652.91534,-4.0559239,5.6811523
SAD4931_P07_C09.L  SAD4931_P07_C09.H,205.81082,618.09082,-2.8190019,6.3666992
SAD4931_P09_H11.L  SAD4931_P09_H11.H,209.06343,279.27628,0.1700937,7.6645508
SAD4931_P17_D04.L  SAD4931_P17_D04.H,268.45206,370.75809,2.4492021,8.6313477
SAD4931_P09_A11.L  SAD4931_P09_A11.H,112.54713,678.11182,-5.0236549,4.6274414
SAD4605_P09_A01.L  SAD4605_P09_A01.H,466.05713,526.39655,2.4703498,7.9282227
SAD4843_P07_G09.L  SAD4843_P07_G09.H,518.96838,176.54767,2.9130521,8.4702148
SAD4931_P17_G04.L  SAD4931_P17_G04.H,276.3038,179.22119,3.5350726,8.9536133
SAD4605_P16_B01.L  SAD4605_P16_B01.H,352.53076,301.08701,-2.5953648,6.480957
SAD4931_P21_A07.L  SAD4931_P21_A07.H,493.91843,162.02367,2.3941941,7.8989258
SAD4931_P11_E05.L  SAD4931_P11_E05.H,218.25677,458.80176,-0.40406811,6.7124023
SAD4931_P11_C04.L  SAD4931_P11_C04.H,228.29364,451.54916,-1.2227614,5.6938477
SAD4931_P11_E09.L  SAD4931_P11_E09.H,110.95673,366.83289,1.6448168,8.0014648
SAD4843_P07_E03.L  SAD4843_P07_E03.H,632.3208,447.85867,-1.2644391,6.0366211
SAD4605_P09_D12.L  SAD4605_P09_D12.H,409.33524,84.550583,-0.28032863,7.0053711
SAD4843_P04_A09.L  SAD4843_P04_A09.H,511.1748,233.44801,3.470624,8.2504883
SAD4843_P06_B10.L  SAD4843_P06_B10.H,610.83038,290.10999,0.023412008,7.5620117
SAD4605_P10_E02.L  SAD4605_P10_E02.H,359.79913,548.35632,4.5699258,8.9829102
SAD4843_P04_D02.L  SAD4843_P04_D02.H,269.62448,279.42957,-3.4676111,5.8588867
SAD4605_P09_H04.L  SAD4605_P09_H04.H,304.23557,367.19415,3.102366,8.1479492
SAD4931_P11_D07.L  SAD4931_P11_D07.H,485.57755,277.92819,4.9604626,8.9829102
SAD4931_P21_F10.L  SAD4931_P21_F10.H,472.34686,312.92981,-0.29399323,6.7416992
SAD4843_P04_A07.L  SAD4843_P04_A07.H,576.87805,599.94574,2.7823801,8.3969727
SAD4605_P09_G01.L  SAD4605_P09_G01.H,298.64789,215.60699,4.9052386,8.7485352
SAD4605_P08_G04.L  SAD4605_P08_G04.H,350.09845,354.14209,0.20287193,7.5473633
SAD4605_P16_A06.L  SAD4605_P16_A06.H,538.77777,247.62717,3.5302474,8.9975586
SAD4605_P16_C05.L  SAD4605_P16_C05.H,489.23444,699.3855,5.7564383,8.777832
SAD4843_P07_D08.L  SAD4843_P07_D08.H,553.14142,189.50677,5.1463461,8.8071289
SAD4605_P08_D06.L  SAD4605_P08_D06.H,370.00772,241.20915,1.7428051,8.2797852
SAD4843_P04_D01.L  SAD4843_P04_D01.H,495.44589,382.44247,4.2963238,8.206543
SAD4843_P04_H09.L  SAD4843_P04_H09.H,440.05057,342.5452,-0.88713384,7.4887695
SAD6302_P03_A02.L  SAD6302_P03_A02.H,410.91794,272.19598,-2.7296009,4.9702148
SAD6304_P04_E05.L  SAD6304_P04_E05.H,455.64365,382.38388,3.1226335,8.4555664
SAD6304_P04_C04.L  SAD6304_P04_C04.H,402.6214,428.91,4.5289755,8.2944336
SAD6304_P05_E02.L  SAD6304_P05_E02.H,347.35544,491.38184,-0.86292094,6.2524414
SAD6304_P04_B09.L  SAD6304_P04_B09.H,411.36954,538.25867,7.0230188,8.909668
SAD6304_P04_H09.L  SAD6304_P04_H09.H,546.02051,493.5871,-0.33500281,6.7416992
SAD6304_P04_G10.L  SAD6304_P04_G10.H,463.74573,596.58386,0.46641776,7.8549805
SAD6303_P03_C10.L  SAD6303_P03_C10.H,573.32465,575.51636,3.9794836,8.4555664
SAD6304_P04_H11.L  SAD6304_P04_H11.H,456.37405,369.57642,-1.9487004,5.9604492
SAD6304_P05_E01.L  SAD6304_P05_E01.H,166.77571,399.82498,-0.65494704,6.0239258
SAD6303_P04_F03.L  SAD6303_P04_F03.H,688.86688,784.27521,3.4720852,9.0561523
SAD6303_P03_G11.L  SAD6303_P03_G11.H,355.60074,297.85031,-2.6092355,5.9350586
SAD6302_P03_C03.L  SAD6302_P03_C03.H,170.77879,220.5497,4.0641007,8.1479492
SAD6302_P04_D01.L  SAD6302_P04_D01.H,354.89508,305.78479,0.31475979,7.5620117
SAD6304_P03_G01.L  SAD6304_P03_G01.H,153.06079,432.69479,-2.7124004,5.9604492
SAD6302_P02_H01.L  SAD6302_P02_H01.H,390.88647,320.46561,-0.35507718,6.800293
SAD6302_P02_H06.L  SAD6302_P02_H06.H,327.16705,371.44214,4.8886743,8.6459961
SAD6302_P02_A03.L  SAD6302_P02_A03.H,334.58319,424.41425,4.7842069,8.6313477
SAD6302_P02_G06.L  SAD6302_P02_G06.H,304.63528,420.94687,4.7456441,8.6313477
SAD6303_P03_H05.L  SAD6303_P03_H05.H,699.24408,582.01093,2.6441643,8.4555664
SAD6302_P04_G09.L  SAD6302_P04_G09.H,514.2948,469.06558,-2.0919325,5.1352539
SAD6303_P04_G02.L  SAD6303_P04_G02.H,189.65303,491.8226,-4.6038508,5.4272461
SAD6303_P02_G12.L  SAD6303_P02_G12.H,380.50516,323.15753,-4.2128634,4.7924805
SAD6303_P03_H07.L  SAD6303_P03_H07.H,354.18405,595.33063,-1.9283382,6.2651367
SAD6302_P03_E01.L  SAD6302_P03_E01.H,430.79678,351.17133,-0.33082515,6.9174805
SAD6303_P04_B08.L  SAD6303_P04_B08.H,383.07413,359.76694,3.4402339,8.1040039
SAD6302_P04_F07.L  SAD6302_P04_F07.H,368.62891,242.01782,3.9220562,8.909668
SAD6304_P04_H12.L  SAD6304_P04_H12.H,642.99182,240.97342,0.36346465,7.7963867
SAD6304_P04_C07.L  SAD6304_P04_C07.H,501.13531,289.35547,5.4183917,8.8217773
SAD6303_P03_B08.L  SAD6303_P03_B08.H,539.38959,268.85983,3.1552763,8.5581055
SAD6303_P03_H03.L  SAD6303_P03_H03.H,500.23233,460.43445,3.0900896,8.7192383
SAD6303_P03_D04.L  SAD6303_P03_D04.H,516.38074,533.47919,2.5218699,8.3237305
SAD6303_P03_E04.L  SAD6303_P03_E04.H,412.18372,471.77655,3.7266972,8.7924805
SAD6304_P03_A04.L  SAD6304_P03_A04.H,546.77502,260.61539,2.2578018,8.543457
SAD6304_P02_A12.L  SAD6304_P02_A12.H,521.48596,546.57104,-0.37612087,6.7563477
SAD6304_P02_D09.L  SAD6304_P02_D09.H,266.88181,688.36511,-2.1198401,6.8442383
SAD6303_P03_F02.L  SAD6303_P03_F02.H,355.87476,855.19025,4.7804017,8.777832
SAD6303_P04_G08.L  SAD6303_P04_G08.H,437.05872,845.27124,2.5207479,7.972168
SAD6302_P04_H06.L  SAD6302_P04_H06.H,486.81192,612.52478,2.4405849,8.3383789
SAD6304_P03_E12.L  SAD6304_P03_E12.H,457.14673,388.69315,4.4284115,8.4995117
SAD6303_P03_A05.L  SAD6303_P03_A05.H,505.51056,534.20062,5.8096924,8.6606445
SAD6302_P04_A09.L  SAD6302_P04_A09.H,422.78143,702.66699,-0.47033671,6.565918
SAD6302_P04_H09.L  SAD6302_P04_H09.H,424.26962,656.30688,-0.48350149,6.6538086
SAD6303_P04_A08.L  SAD6303_P04_A08.H,560.87311,511.11713,4.6538305,8.4555664
SAD6304_P04_E11.L  SAD6304_P04_E11.H,345.53241,644.93787,-4.1220365,5.6176758
SAD6302_P03_H04.L  SAD6302_P03_H04.H,282.58133,512.70313,3.9883533,8.2944336
SAD6302_P02_B11.L  SAD6302_P02_B11.H,241.56966,251.15579,3.0380104,8.5581055
SAD6302_P02_F09.L  SAD6302_P02_F09.H,455.11227,396.82733,3.6981685,8.3676758
SAD6303_P03_A03.L  SAD6303_P03_A03.H,314.83975,365.07678,3.6543736,8.7631836
SAD6303_P04_D04.L  SAD6303_P04_D04.H,384.60757,771.61401,3.4973669,8.206543
SAD6303_P04_G04.L  SAD6303_P04_G04.H,192.25441,351.34375,2.7646594,8.4702148
SAD6304_P03_B08.L  SAD6304_P03_B08.H,420.13626,661.04663,-0.27825895,7.0053711
SAD6304_P03_G04.L  SAD6304_P03_G04.H,283.34006,136.60779,8.098341,9.5981445
SAD6304_P03_A11.L  SAD6304_P03_A11.H,221.40097,298.69876,0.052646637,7.1811523
SAD6304_P04_C02.L  SAD6304_P04_C02.H,591.36029,686.95697,-1.7021792,5.5668945
SAD6302_P04_A02.L  SAD6302_P04_A02.H,196.91461,255.53853,4.0691071,8.4702148
SAD6302_P03_A12.L  SAD6302_P03_A12.H,259.45316,89.731056,-0.17225127,7.3862305
SAD6304_P03_H09.L  SAD6304_P03_H09.H,128.42099,207.66356,1.2288221,7.8989258
SAD6304_P03_F10.L  SAD6304_P03_F10.H,544.32306,418.22614,4.5528145,8.4848633
SAD6304_P04_C09.L  SAD6304_P04_C09.H,408.59802,333.8812,4.1633053,8.4702148
SAD6302_P03_A01.L  SAD6302_P03_A01.H,573.78351,370.2691,5.6173582,9.2319336
SAD6304_P04_D06.L  SAD6304_P04_D06.H,388.15805,380.68048,4.5190277,9.1879883
SAD6304_P05_G03.L  SAD6304_P05_G03.H,548.76532,201.11876,5.1883984,8.7631836
SAD6303_P02_F12.L  SAD6303_P02_F12.H,477.87308,463.06241,7.231751,9.7299805
SAD6304_P04_F09.L  SAD6304_P04_F09.H,600.1958,572.91406,6.6100769,9.3491211
