Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A
1600.64697,15.1872635,2745.58057,80.1920929,2551.16235,64.8379364,2397.51343,2758.51489,2897.96582,4196.65576,1750.31421,5459.90479,1514.12488,10.1447105,1815.67664,137.86554,2661.74072,204.110138,2174.35352,19.466877,2251.01709,3971.40991,1815.80786,2434.81396,1158.8335,108.933449,1177.01294,51.0215759,2501.49976,16.1409378,2311.31323,24.5928764,855.660461,6247.78271
2354.49072,36.1084938,2774.71533,69.3202057,2367.5083,49.0546227,1973.7124,2802.75342,2954.85254,3574.21631,2054.47681,5677.64063,1191.12732,19.5384026,2016.18677,123.608109,2824.27075,307.73877,1724.70813,27.8115273,2342.08105,3245.13916,1959.91992,1972.59192,1337.81433,77.6767731,1069.64111,49.7460365,2189.33813,18.4774399,2275.71729,20.134449,1034.35522,4547.7749
1538.81311,42.9987907,2957.03418,79.2741776,2818.76318,64.9452209,2550.5542,2988.0166,1837.06287,2615.33252,1909.12488,5536.47266,1429.8916,39.7324562,1784.55115,59.4615936,3119.81445,191.712372,2055.52588,32.3534012,2408.55225,4174.87598,1678.15686,2825.86816,1285.40991,58.1502914,1014.62604,78.6066055,2193.71313,30.2553177,2483.57056,3.77893448,895.15448,5190.4082
2174.78271,33.056736,2795.30298,56.2787056,2501.2373,75.5548477,2870.85767,2566.09912,2183.36572,3048.75366,1757.66943,5969.11914,1183.56946,36.1919403,1524.72253,80.5616379,3368.17505,172.019012,2220.94067,64.0749969,1376.0448,328.004364,447.154053,81.5868378,1265.38281,66.8644867,1056.59961,56.040287,1231.95654,15.2587891,2448.18921,18.6562538,994.002808,5117.70264
1367.86694,20.0510025,2452.00391,54.0494919,3029.79956,36.4780426,2603.43555,3239.29785,2201.03271,2916.27637,1522.54102,4654.0498,1517.60583,51.0573387,1775.77734,152.742859,3432.48853,142.824646,2143.03735,52.7381897,2060.23462,3908.44336,1808.58374,1945.41211,1238.57263,62.0365143,1116.52612,54.4309616,2666.9502,38.9099121,2664.39917,21.4934349,1053.21411,6080.8418
1637.18457,8.36849213,2872.45508,65.5055084,2576.62524,46.7300415,2691.65039,2629.80469,1791.13147,3346.66968,1704.72864,4474.62793,1367.22327,11.4560127,1774.323,226.628784,2382.93408,339.066986,2506.23218,24.4379044,1074.98169,3039.61035,1321.49463,1853.57336,1233.08899,83.196167,1154.5896,64.1465149,2155.66162,15.103817,2162.02734,37.9800797,1028.51392,6065.20166
1497.90051,13.2918358,2941.3103,56.7317009,2415.10864,41.0199165,2241.21802,2529.43042,2525.43677,3195.10693,1557.51709,4900.06201,1246.1781,18.5012817,1811.43286,124.454498,2522.30176,138.437744,2030.99255,77.0211182,2198.35034,4115.80811,1644.65906,2048.67114,1300.17993,67.11483,974.97699,69.9043274,2290.84497,14.0786171,2345.57397,26.2379646,845.634949,6305.8374
1542.59204,50.7354736,3133.52344,106.561188,2252.49536,58.5317612,2377.52197,3118.82495,3069.91333,3551.74536,1863.96838,5423.40283,1964.86707,21.7556953,2111.64941,204.241272,3598.98804,206.029419,2251.26733,33.9150429,2108.28784,4012.68018,1946.11548,2485.93091,1297.54541,62.1795654,1072.00146,48.0413437,2371.90723,36.3588333,2320.11084,37.9681587,1170.09875,6907.09375
1885.02075,41.2940979,2767.08594,61.6312027,2195.16748,17.4999237,2372.34839,2090.81177,2520.88306,2601.02759,1768.23145,5226.50488,1308.79883,8.02278519,2185.98853,161.480896,3399.13379,67.6751099,2114.68945,57.9595566,2074.07471,3498.81641,1472.38965,2758.55054,1384.1272,49.0903854,1100.69519,58.8297844,2326.70313,19.6456909,2396.27368,25.4392624,946.593262,15070.9512
1661.10986,32.6514244,3048.43188,74.4819641,2773.86914,79.405304,2566.37329,3257.62036,2219.4624,3460.88403,1694.42896,4775.7627,1331.13867,7.64131546,1597.66675,71.8593597,2980.56592,224.316116,2382.50488,29.7546387,2166.46191,3921.71143,1776.13501,2479.67236,1405.82324,76.8542328,1209.00867,59.1754913,2160.7041,25.0339508,2060.21069,5.40018082,1214.81421,4528.02197
1611.13745,44.1670418,2911.37695,58.3767891,2413.0105,47.9221344,2749.33569,3207.61206,1990.90247,3483.48608,1940.89417,5660.78418,1206.35034,12.1712685,1856.00525,172.436234,2650.08203,240.421295,2425.47998,24.5332718,2123.20093,2971.76831,1676.23755,2744.28125,1314.99768,91.0639801,1211.71472,52.7381897,2354.76489,7.59363174,2225.02954,24.8789787,888.64563,2928.74585
1513.80298,34.39188,2395.62988,62.8709793,2898.44263,50.6639481,2273.11841,2976.47705,2457.36841,3245.03174,1978.4093,5312.40723,1152.72998,18.5251236,1586.43726,104.951859,2869.51074,141.251083,2027.75,18.5251236,2075.09985,3963.32739,1881.45642,2653.30078,1353.72876,75.9840012,1241.66016,59.4735146,2426.49316,43.797493,2542.72217,12.6242638,900.030151,6023.729
1874.6615,49.3884087,2663.58862,94.127655,2185.36865,43.1895256,2605.96265,2605.7124,2221.34595,3605.50879,2025.09167,1417.91101,1303.80396,13.8759613,1689.33862,182.50943,2625.28662,169.765945,2001.52393,38.433075,1977.56287,3438.13892,2190.9834,2488.21973,1572.79968,156.52179,1005.95953,79.0476837,2325.15332,12.9580498,2677.29761,17.0230865,889.015198,4257.25
2071.05884,55.1223755,2659.04663,102.114677,2311.92114,49.841404,2431.11841,2990.34131,2446.17456,3975.36743,1963.90149,5396.75928,1316.79773,18.3343887,1656.44885,215.291977,3005.64771,201.654434,2047.80103,38.7907028,2213.62109,3588.03271,1549.31543,2560.43677,1390.55249,96.7621765,1166.54639,71.9070435,2620.38696,27.9784203,2640.87915,19.6814537,1014.56641,5754.17285
1459.58667,33.0328941,2487.94556,65.2670898,2587.64038,60.4748726,2387.59521,2675.23535,2633.08276,3867.42358,1703.5603,3367.43604,1957.42847,23.162365,1644.56372,245.940689,3341.47217,239.896774,2143.14453,42.5338745,2192.79517,3127.51538,470.423706,120.03183,1225.67419,59.7596169,1107.70459,50.3897667,2000.64185,18.6562538,2120.87622,12.1355057,757.443909,3760.96973
1349.72339,49.1499901,3355.05005,90.3129578,2159.27368,32.4249268,2480.0896,2672.11206,2462.35132,3057.98047,1623.60669,4230.33252,1479.72107,27.3227692,1709.92615,128.519531,2344.66797,138.986115,1980.00671,48.494339,2209.5083,3758.47827,1773.72693,3009.36694,1235.93811,83.7922058,1166.7251,75.1018524,2449.1311,5.93662262,2670.44312,9.84668732,906.395935,5215.78809
1733.77991,36.1680984,2910.78101,60.2602959,2098.57227,51.9394875,2563.69116,1412.74927,2429.69995,2848.37476,1823.53259,5339.58691,1182.16272,19.0734863,2057.89795,123.977661,3128.52856,260.150421,2129.59058,35.8700752,1045.65625,3443.51538,1653.59973,2384.40039,1126.40857,164.818756,1112.12732,46.1816788,2556.2168,13.08918,2171.74292,9.44137573,1183.12842,5758.09473
2244.12671,48.3393669,3191.06567,59.4973564,2456.90356,74.9826431,2701.59253,2435.07617,2642.19043,2838.31348,1961.5769,4665.87549,1199.18579,25.9041786,2073.69336,179.505341,2961.25415,1122.6416,2103.30493,35.071373,1962.05383,3627.5625,1757.16882,1535.70178,1347.73254,77.5933228,1078.08118,55.2296638,2337.25317,26.6194344,2230.6084,18.1913376,855.15979,5097.46094
1884.11475,57.220459,2916.87256,81.7060471,2839.46997,62.5014305,2677.63135,2680.15869,2394.55688,3637.31396,1506.34045,5359.48291,1371.74133,6.29425049,1633.23877,61.1305237,2969.81323,264.167786,2138.38818,45.645237,1501.39331,3418.06421,1770.0791,2692.43726,1404.33313,87.9049301,1224.7085,81.8490982,2019.48877,10.073185,2366.24487,14.6865845,873.529907,3623.97437
1994.37146,32.8540802,2320.45654,94.3183899,2106.16577,66.5545502,2938.34204,2981.47192,2603.23291,3123.927,1534.48584,4015.86304,1235.41357,7.21216202,1770.87781,102.329254,2949.13062,195.39595,1961.58887,23.9372253,1841.7478,4139.68555,1714.87329,2190.45874,1292.07373,87.392334,1080.88257,71.3348389,2410.93628,22.9358673,2026.76062,29.2778015,667.417053,3128.24243
1610.68445,30.2791595,2928.01855,55.3607941,2504.82568,70.1904297,2486.16943,3037.64355,2667.71313,2837.53882,1928.98511,4814.02881,1460.58801,14.1382217,1807.88037,68.5691833,3243.16016,220.501419,2176.41602,36.3588333,1985.04919,3468.40625,1909.27979,2712.75049,1508.51013,62.2630119,1037.18042,80.6212463,2776.16968,24.8670578,2759.25391,26.2737274,929.093384,5574.48877
1550.93665,14.7223473,2630.82983,67.8062439,2488.37476,64.0869141,2411.604,2905.73828,1593.92358,3418.44556,2122.87891,5455.50586,1587.52197,11.3964081,1788.49695,257.837769,2596.80737,117.182732,2066.12354,59.4854355,1982.84387,3695.48804,1807.30823,1852.47656,1481.59265,78.6781311,1007.93835,70.9891357,2724.49243,14.9250031,2516.34131,39.3748283,908.219788,5736.375
2011.07263,10.2996826,3051.75781,94.5329666,2359.93872,58.3529472,2375.54321,2738.97656,2196.39551,3500.25903,1627.06372,4807.12646,1233.64929,11.408329,2025.10352,115.823746,3011.67969,222.873688,2082.4314,35.8104706,1609.22998,3258.91968,1864.56445,1941.06104,1696.70581,83.5180283,1154.05322,77.1880188,2023.00549,42.5696373,2399.61157,11.1937523,1063.89526,5915.34375
1393.23474,24.2710114,2869.15308,125.896927,2780.64014,44.5485115,2878.77319,2882.37329,2698.09961,770.759583,1627.67175,4507.41064,1284.64697,20.2655792,1969.24207,194.00119,3485.31006,131.571289,2383.98315,34.8687172,2086.34131,3773.95142,1770.84204,2022.79089,1347.36304,46.0028648,1135.34924,74.8634338,2505.75537,28.7890434,2830.24316,20.8497047,846.493225,6024.0625
1431.07178,37.0383263,2957.43945,40.3285027,2917.0752,56.2667847,2695.14331,2989.23242,2349.99658,3911.72168,1605.54651,5142.30713,1396.35803,39.8159027,2056.396,153.124329,3414.57129,512.373474,2178.34717,45.645237,2179.90869,4034.73389,1512.86121,1986.34863,1371.4314,70.941452,1145.41052,49.9486923,2443.59961,21.3503838,2348.3396,19.0019608,959.76593,5242.25244
1991.27197,204.467773,2460.75391,61.4404678,2596.49756,49.4837761,2648.8186,2512.99146,2553.49878,3419.97144,2023.08899,5592.34619,1252.65125,13.3991241,1559.29321,94.6998596,2701.40161,121.891495,2860.80835,34.2011452,2343.07056,360.131256,1961.32666,2246.6897,1167.80994,90.6109772,1127.27881,48.4585762,2403.12817,48.2678413,2385.55664,26.6551971,894.653809,4216.27783
1714.15808,22.983551,3328.65723,83.4465027,2419.54321,35.2263451,2641.11768,2699.95923,1981.06763,2848.86353,1891.99451,1493.78772,1625.74048,25.6061554,1979.17224,114.929672,3279.88867,200.021271,1936.60254,11.0268593,1957.38074,3515.64893,1967.96655,2616.47705,1422.70325,61.3808632,1075.62537,59.4973564,2289.10449,16.8085098,2016.27014,24.6286392,983.476624,6268.20313
1367.09216,32.5202942,3018.92749,66.745285,2537.96582,63.097477,2698.57642,2642.1189,2234.99536,3383.51733,1385.25964,4130.99512,1424.2887,10.5142593,1742.41064,114.46476,3276.95605,225.18634,2255.02246,45.2280045,1763.10535,3313.88721,1958.02454,2931.82129,1361.85889,42.2120094,1157.93945,49.495697,2510.67871,28.1691551,2302.00293,31.9361687,965.797913,5196.53564
1607.88293,40.781498,2397.39429,99.2059708,2750.17017,58.8774681,2758.10962,3186.6311,2734.17236,3497.32642,1819.10986,1618.08728,1526.53455,26.7744064,1637.37537,145.018097,2449.02368,125.861168,1927.18506,39.2198563,2298.4624,4250.22852,1940.54846,540.769104,1511.52612,104.725357,1120.78186,41.115284,2273.08276,27.2274017,2711.20068,41.1629677,927.507874,6228.81641
1601.42188,53.9183617,2810.83594,87.0108643,2376.54443,55.8257103,2283.16772,2438.84326,2458.2981,3085.89941,1875.41248,4347.08594,1239.97925,3.57627869,1749.3606,224.924088,3153.92017,170.362,2033.69861,36.251545,2170.46729,2488.93506,1378.02368,2096.56958,1413.21423,73.3733215,1152.55115,81.3007355,2202.70166,35.1667404,2308.10645,27.1320343,859.951965,5925.79834
1617.25281,66.781044,2821.30249,98.2165375,2693.8916,54.2521477,2469.40845,2472.87744,2546.22705,3481.99609,1790.4043,5099.83301,1255.8103,11.5513802,2461.32617,109.815598,2468.55029,164.0439,2908.25366,32.0315361,2263.62939,3652.89453,1886.3916,2161.87231,1614.11768,59.6404076,1337.7428,78.7377319,2177.22656,18.8589096,2084.54126,30.8513641,1003.75415,5153.22705
1632.34473,22.3875046,2974.7605,77.3549042,2228.49854,52.9527664,2521.38379,3336.45337,2119.19556,3374.50513,2054.22632,1192.62939,1327.71729,13.3275986,1674.17529,173.59256,2551.94897,206.398956,2018.69006,18.6443329,2111.91187,3685.39087,1851.16528,1981.04382,1260.41174,56.1118126,1125.96753,64.9690628,2516.00732,26.1545181,2551.46021,23.8895416,1126.5874,6042.15869
1580.85828,31.1732292,2989.10132,73.4806061,1426.99475,12.3977661,2762.71094,3088.92725,3.82661819,23904.1094,1563.89478,5565.35742,1412.89233,31.4474106,1758.77808,182.664398,3280.44897,106.883049,2857.19629,30.4102898,1792.31165,3711.33081,1781.64246,2051.94946,1328.28955,57.4588776,1086.44958,107.109543,2474.65381,18.6920166,2406.33496,39.1244888,967.431091,5655.94434
1807.11743,52.3686409,3094.84009,82.8742981,2743.18457,55.7541847,2433.88403,2646.13623,2686.52441,3181.57666,2111.4707,5084.75293,1290.63135,51.343441,2024.76978,132.548813,2827.87085,168.955322,1868.59375,24.9862671,2159.48828,3265.10669,1980.73389,2221.00024,1748.54993,105.679031,1088.86963,56.1952591,2152.58594,11.5990639,2337.70605,18.6085701,767.064087,4506.34961
1586.43726,71.7520752,3303.46826,56.5648079,2481.74658,33.3309174,2676.57031,2993.19019,2604.60376,2891.63599,2037.38208,5155.67041,1237.32092,8.51154327,1539.00391,186.169144,3051.86499,121.927261,2539.37256,37.8370285,2084.76782,2844.50049,2020.66895,2059.67432,1433.58704,74.8634338,1038.9209,35.405159,2220.27295,17.5595284,2188.62305,6.93798065,926.876099,4982.42383
1627.17102,14.7938728,3163.14697,66.2565231,2282.64331,39.1125679,2336.13257,3329.03857,1599.1449,3631.44873,1769.85266,4023.24194,1323.93835,18.7039375,2129.79321,131.24942,3051.56714,204.384323,2048.552,17.6906586,1955.95032,3109.95581,1929.80762,2067.92358,1270.37769,92.7209854,1209.11597,76.4489136,2339.48242,36.5495682,2454.76953,25.9280205,1140.73755,3404.52197
1990.84277,74.3269958,3373.99243,84.9723816,2485.5376,60.9517097,2436.13721,2971.98291,2095.50854,3206.16968,1786.25586,4692.99561,1392.17383,37.1813774,2133.14307,178.956985,2866.80469,180.220612,2014.18396,36.239624,2196.94385,3506.24316,1858.63977,2518.74927,1436.61499,79.2622528,1124.45349,72.8964844,2078.39014,21.1000443,2499.36572,10.7884407,721.979126,1991.99915
1433.86121,274.133667,2428.55542,56.7317009,2494.78809,45.9194183,3175.28247,2762.07935,2781.62964,3332.74609,2048.9812,5067.99219,1383.3761,28.35989,1865.63733,163.984299,2814.50757,109.577179,2073.52637,26.3929367,1904.64258,4019.51074,1601.79138,1021.46863,1506.40015,106.084351,1279.92627,56.040287,2419.93677,38.6834145,2218.19873,12.3143196,1039.20703,5745.36328
1812.36267,494.730469,2787.79272,32.72295,2378.17773,68.5930252,2256.72729,2871.08423,2277.61279,2987.96899,1600.0509,5731.97607,1438.97534,12.8865242,1936.14966,170.683868,3201.32959,261.342529,2227.3064,20.9569931,1987.89832,3838.6106,2058.00537,1994.06152,1332.68835,88.5844269,1170.67102,70.2261963,2255.66626,10.1566315,2384.8772,26.0710716,1038.6228,5484.16357
1281.07068,22.482872,2562.14136,62.2868538,2392.07739,62.3822212,2391.32642,2399.96899,2347.9104,4458.12939,1670.4917,5214.81055,1603.07886,12.3977661,1511.49036,184.166428,3058.74341,171.947479,2265.54883,27.4538994,2003.78894,977.921509,2033.47205,2172.42236,1341.41443,81.6464386,1171.17163,58.054924,2327.60913,27.3108482,2491.93896,21.135807,919.127441,4137.08691
2133.64355,9.41753387,2501.60693,28.0380249,2483.09375,48.3393669,2948.49878,2929.5564,2130.73486,2845.72852,1502.38281,4013.88403,1246.2616,27.8115273,1716.53027,194.132324,2409.7561,144.994263,2219.85571,41.6517258,2169.65674,3645.81348,1945.13794,2507.04297,1337.24219,96.9409943,1084.25623,59.7119331,2253.72314,29.5758247,2403.84351,10.6811523,884.008423,3668.59424
1591.37244,22.9358673,2602.31494,84.0306244,3214.55005,44.5961952,2779.0188,2925.20532,2633.39282,3382.84961,2042.28162,4443.43066,1501.87012,12.3620033,1887.78638,145.530701,2377.95117,234.949585,1962.05383,36.1323357,2281.34399,3769.17114,1970.98254,2300.40552,1392.00684,106.632706,1150.01196,84.1736755,2496.27832,7.03334808,2369.73755,29.861927,894.463074,5874.08545
1562.27356,36.2992287,2851.56958,78.9403915,2504.53955,56.6840172,2877.40234,3695.35693,2461.06396,3069.98486,1887.94141,3220.8562,1287.67493,32.8302383,1795.1012,74.0408936,3287.26758,205.111511,1880.86035,37.4794006,2034.42578,4061.91357,1698.75623,2189.39771,1285.14771,64.8140869,1007.23505,55.9091568,2542.0188,39.9947166,2338.85059,18.0959702,1228.24902,3508.52002
1922.16638,9.70363617,3205.22778,109.267235,2511.98999,59.568882,2509.58203,2654.302,2502.65601,2968.68091,1817.44104,1708.16187,1249.09875,30.1718712,1827.21619,95.3197479,2824.19922,126.135345,1951.37268,38.3734703,1964.84326,3484.42798,1544.54712,2768.54028,1356.79248,143.265717,1044.88135,56.1952591,2475.67896,18.5608864,2389.91968,11.5633011,962.424255,4843.72363
1372.84998,34.570694,3156.37598,61.8696213,2469.38477,45.9432602,2345.24023,2711.77295,2848.94702,3351.91479,1637.5542,4687.54785,1243.69861,49.841404,1662.88611,99.1463623,3013.96851,189.685822,2292.83569,56.0283661,2262.02002,3797.35229,1849.43677,2935.57642,1397.66931,71.5255737,1009.2616,43.964386,2358.34131,12.1116638,2720.49902,15.3422356,450.03891,1350.61743
1801.63379,72.9680023,2919.12549,53.6680222,2141.84521,45.1683998,2444.17188,2826.72632,2453.82788,3655.88672,1656.04358,4608.91699,1625.073,19.7410583,1730.40625,135.934357,2260.78027,124.108795,1942.76575,64.8260117,2006.8645,3952.76538,2004.12268,2336.53784,1267.32593,112.569336,1378.17859,59.6761703,2203.97705,7.39097595,2606.20117,12.2785568,898.849976,4559.82666
1785.02795,39.9112701,2718.54395,199.818604,2082.52661,52.7501106,2622.02026,2355.38477,2010.69116,4088.354,2235.85376,3089.51147,1979.98291,21.7080116,1778.75757,257.623199,2585.11304,271.403778,2277.20728,91.4216003,1836.16882,3834.81982,1960.96899,2881.15747,1363.61121,107.741356,1064.02637,41.6994095,2236.91455,37.1456146,2485.19189,21.1119652,903.010376,4162.93164
1624.82263,62.3226166,2847.01587,46.479702,2525.23413,66.0657883,2871.95435,2884.51904,2816.82007,2282.47632,1788.34204,5040.729,1367.25903,19.3715096,2086.97314,81.2530518,3181.67212,247.180466,2172.52979,78.1536102,2138.49536,4005.75391,1562.3689,2427.16064,1649.23669,97.0721283,1151.43066,59.1278076,2241.57568,28.1214714,2523.37451,22.8404999,930.261597,5201.76904
1765.88293,51.6653061,3114.05664,80.9550323,2352.86963,54.7409058,2160.20337,2892.42261,1585.25708,3327.50073,1721.13184,5249.04736,1451.14661,27.5015831,2184.43872,230.050079,2768.96948,243.937973,2336.62134,50.0321388,2122.35449,3916.37085,1471.37646,2382.77905,1311.32605,78.6185303,1045.76355,66.8883362,2323.52026,14.6627426,2357.90015,11.4440918,1020.01428,2719.95068
1684.42725,44.631958,3085.42261,86.9631805,2296.05444,43.4041023,2585.22021,2716.82739,2486.49121,3527.31934,1152.34851,433.957581,1377.61829,15.8786774,1819.8728,124.180313,3165.81738,435.256958,2020.70471,198.495392,1658.1416,3788.92432,1505.73254,2074.59937,1348.97229,56.20718,1111.71008,40.3404236,2235.81787,34.0461731,2406.72827,4.13656235,931.358337,6141.12598
1595.38989,67.1267548,2604.854,76.6992569,2481.61548,70.2023468,2195.32251,2930.99878,2030.05078,2371.12036,1468.25317,5484.92676,1703.91797,19.3715096,1693.03418,159.311295,2647.88867,200.986862,1978.94568,15.4137611,1889.89636,3762.03052,1961.29089,2679.01416,1336.61035,78.3205032,1194.02405,78.7377319,2450.14429,13.4110451,2200.31738,28.8128853,1095.19958,4865.57471
1595.34216,57.3635101,2666.24683,66.6499176,2815.09155,82.5881958,2817.13013,2787.56616,2534.4729,3049.75513,1643.66956,5832.56494,1284.38477,16.5224075,1814.77075,185.143951,2730.25024,320.81604,2306.06787,25.4750252,2149.58203,3951.82373,1663.47021,1315.90369,1112.63989,74.6130981,1297.99841,66.7095184,2114.77271,16.8919563,2368.39063,26.8220901,956.535339,6603.46729
1668.10754,26.5359879,3054.57104,181.74649,2446.98535,58.6628914,2386.0813,3066.46826,2563.83423,3756.98804,1682.06689,1695.52563,1368.29614,17.8694725,1848.85266,166.380402,3358.68604,221.288208,2334.46362,29.7546387,1959.72925,4072.61841,1816.09387,1843.97693,1241.80322,50.1871109,1345.7179,59.9145889,2325.73755,15.2111053,2494.19214,11.8732452,1322.91321,3988.90967
1663.67297,43.4398651,2719.98633,52.2732735,2356.69604,84.197525,31.6500664,12.1831894,2539.8374,1095.81946,1383.45959,1931.8938,1378.40515,7.96318054,1609.30151,154.817108,2862.09595,206.53009,2626.06152,17.118454,1944.98303,3080.72559,1574.19446,1612.88977,1161.77795,77.4741211,1056.65918,41.5682793,2371.62109,25.7372856,2587.87866,16.1409378,1090.66968,4882.01367
1828.52747,26.4048576,3030.07373,75.137619,2298.72461,38.3377075,2056.53906,2232.64697,2278.57837,2518.6897,1039.63611,412.61911,1577.42505,3.50475311,1748.47839,121.116638,2793.68164,359.022614,2077.3291,67.1267548,1997.84045,3772.83105,1790.32092,2036.32117,1276.052,96.6906586,1058.17322,41.9974327,2488.99463,9.93013382,1963.61548,26.4048576,941.562622,5492.98535
1651.08447,65.3028488,2791.24976,59.4377518,2705.26416,45.0253487,2411.16284,2651.76294,1877.33179,3481.49536,1428.32996,2970.5166,1564.40735,23.4007835,1640.73706,141.787537,2833.90283,186.073776,3142.14233,19.466877,1905.46509,3474.05664,1830.93542,2103.73413,1314.38965,107.932091,1053.24988,66.2684479,2448.9165,6.67572021,2780.33008,12.1474266,876.688965,5987.04834
1367.65247,46.9088554,2958.01172,67.4724579,2539.4082,16.605854,2934.24121,2613.6875,2438.24731,3082.07275,1662.81458,5418.89648,1287.56763,10.0135803,1733.48193,113.654137,3128.76709,131.225586,2379.77515,33.7839127,2096.71265,3786.01563,1911.29443,2661.74072,1366.47229,101.530548,1185.3457,79.4768372,2154.15967,7.36713409,2597.2605,40.5192375,796.02002,6268.84717
1400.67334,32.0315361,2661.86011,45.0253487,2359.8313,61.0589981,2479.44604,704.860718,2498.53125,3981.5188,1744.31799,4084.95654,1400.04163,19.4311142,1636.54089,196.182724,3379.8457,259.26828,2047.03809,45.5141068,2121.17432,4111.06348,1829.46924,3111.14795,1402.04431,107.383728,1181.78125,54.705143,2409.98267,20.3371048,2168.3335,27.4658203,1157.46265,4500.04346
2022.34985,44.5842743,2662.8374,100.243088,2342.70093,76.3058624,2282.47632,2871.37036,2218.03198,3140.69995,1957.79797,5075.27588,1323.96216,17.0230865,1740.25293,174.999237,3099.42969,212.168701,1950.00171,41.3060188,2105.99902,4079.25854,1584.36304,1466.70337,1471.53137,83.5537872,1075.07703,24.2114067,2307.02173,5.8889389,2273.77417,14.8057938,813.25769,4720.21094
1813.90051,56.3979149,3101.99268,85.7114792,2458.41748,44.2147255,2439.42749,2541.68506,1557.82703,3328.82397,2041.38757,4848.49219,1266.87292,6.16312027,2016.44897,187.230103,2430.47485,182.032593,2508.25879,41.5205956,2110.49316,3765.43994,1870.42957,2359.47363,1391.8877,101.649765,1146.31653,48.4466553,2136.52856,16.5820122,2357.12524,14.1501427,1222.64624,4549.4082
2090.51367,72.8011169,2771.46094,81.038475,2820.11035,67.9254532,2496.87427,2780.80713,2382.65991,3460.50269,1619.14819,5277.82422,1322.3291,41.5086746,1938.05688,124.669075,3217.98315,249.350067,1869.5116,31.7335129,1967.07251,4152.45313,1972.83032,2434.57544,1660.34692,100.982193,1038.8136,65.3147736,2491.19995,24.0921974,2541.14868,19.6695328,949.537781,6394.97021
1799.5,75.674057,2534.75903,111.019608,2689.50464,64.6710358,2215.9458,2507.38867,2425.98047,3416.22827,1777.25549,5148.42285,1457.38123,6.29425049,1709.75928,204.110138,2702.31958,110.74543,2123.52271,32.9017639,1964.67639,3255.55811,1764.51208,2679.07373,1329.7677,52.4163246,997.173767,42.0928001,3053.3313,23.8418579,2210.1521,15.8429146,894.77301,5817.59229
1769.69763,60.3556633,2405.14282,48.6254692,2621.16187,32.9732895,2470.25488,2848.25562,2173.4834,1299.96533,1951.69446,5242.8125,1210.92798,19.9437141,1971.10181,183.33197,3057.76587,173.735626,1873.26672,59.6523285,2170.50317,3424.93066,1693.90442,2396.69092,1409.74524,78.2966614,1142.29919,81.9087067,2567.21973,19.2523003,2173.51904,23.8656998,1032.06641,5687.97607
1706.07568,28.4552574,2723.28857,156.724457,2608.46606,69.7016754,2743.54224,3210.02002,2610.20654,3438.73511,1433.74207,3727.97241,1491.3678,30.0168991,1824.1405,166.64267,3423.21387,117.826462,2346.08643,49.8056412,1601.01648,556.373596,1571.36914,2664.08911,1476.45471,83.4822693,1038.19373,70.8699188,2296.17358,19.1092491,2611.95898,27.0843506,997.018799,4421.12695
1936.698,72.6699829,2899.46802,59.8311424,2651.5127,56.4694405,1927.78113,2736.85449,2747.57153,3567.33789,1864.56445,5095.76807,1386.48743,28.4671783,1898.22913,192.403793,2660.16724,136.005875,2207.05273,23.0550766,1744.62793,3203.51123,1837.94495,1638.03101,1323.10388,50.5208969,1089.2749,53.4892082,2432.11987,41.6994095,2390.76611,27.5731087,904.560059,5802.94141
1573.38379,72.5746155,2763.67676,66.8644867,2512.37158,53.1554222,2541.84009,3445.35107,4591.04785,2701.1394,1830.75671,4989.93408,1378.53625,7.60555267,2025.90222,138.723846,2812.11133,180.184845,1990.68787,52.9170036,1979.55371,2856.54077,2049.56543,2581.9541,1308.03589,58.0191612,956.42804,60.6179237,2481.11475,39.9947166,2371.6687,16.8800354,1033.74719,5750.16748
1543.16431,47.0995903,3183.78198,55.5634499,2358.04321,55.3131104,2472.48413,2275.10938,2216.08887,4550.13525,1325.03516,392.389282,1465.52319,30.8513641,1743.06628,150.597092,2734.61353,264.859192,586.950806,700.616821,2257.5498,3611.86255,1996.11182,2702.31958,1233.57776,100.851059,1023.75745,61.1901283,2626.45483,21.135807,2286.98242,17.1065331,853.562378,4379.7373
1544.79736,33.2832336,2883.76807,88.5248184,2506.18457,42.7484512,2438.39014,2659.51147,1544.51135,2800.97729,1483.57153,4504.25146,1874.11304,13.9832497,1846.61145,116.837021,2501.8335,119.721893,2174.15088,39.5894051,1432.69299,3702.52124,1619.73242,1687.3479,1169.24048,95.9992371,1208.19812,70.8937683,2520.07251,33.2593918,2267.25342,30.4818153,1001.33417,4060.25659
