name,BSA_LC_HC,E,HI,pro_asa_hph,pro_asa_hyd,pro_cdr_net_charge,pro_dipole_moment,pro_hyd_moment,pro_net_charge,pro_patch_cdr_hyd,pro_patch_cdr_pos,pro_patch_cdr_neg,pro_patch_hyd,pro_patch_pos,pro_patch_neg,pro_pI_3D
ADI-18986,836.99292,-1380.5763,0.95158231,3914.572,5616.8613,-6.5742521,331.49689,455.32651,-2.65504,200,50,130,360,270,300,5.3129883
ADI-15901,761.37677,-1324.7181,0.75983793,4145.0835,5612.9263,1.4110115,422.38174,341.95367,4.5552402,200,210,60,450,450,250,8.6166992
ADI-18894,792.44574,-1373.691,0.37597224,3970.6282,5559.4888,-6.4319639,254.96918,481.31445,4.1995468,260,150,100,450,400,260,8.7338867
abituzumab,923.53259,-7746.6001,0.78055108,4150.4727,5057.6968,-2.4826233,515.52307,241.87558,1.0749531,180,170,190,370,490,370,7.6938477
abrilumab,918.88654,-7127.6509,0.95268965,4052.8838,5359.3496,-6.1937718,729.23071,266.84232,-3.4091771,200,130,450,380,680,630,4.9575195
adalimumab,734.3418,-8605.1055,1.2690182,4303.8438,5333.1738,-4.0738029,171.5582,323.62793,1.9444978,210,150,190,450,480,340,8.1040039
alemtuzumab,944.6853,-8629.876,1.2076136,4124.5283,5320.2764,1.4080235,283.9884,474.44672,7.1952596,50,340,90,310,630,140,9.4956055
alirocumab,767.76147,-8904.498,1.2270416,4397.4067,5394.8838,0.26563445,295.16083,634.58398,0.35375956,150,160,50,500,410,340,7.7231445
anifrolumab,744.35773,-7944.1758,0.82059056,4354.0591,5298.9644,-4.1748505,289.32553,224.01656,-0.20833157,180,160,340,410,530,480,6.8735352
atezolizumab,758.42291,-7422.2246,1.1667157,4037.8313,5370.5312,-0.50994831,174.91621,198.71693,0.16091964,460,0,130,730,430,270,7.6352539
bapineuzumab,750.65485,-8761.8848,0.67195767,4150.3164,5448.6753,0.45320675,565.79932,541.5069,2.2497187,130,160,140,410,330,340,7.840332
basiliximab,745.74329,-7221.4028,0.47419119,3859.6787,5372.2642,-2.2191885,292.79697,362.94037,7.344368,70,160,90,180,370,240,9.3637695
bavituximab,702.16223,-7532.1206,1.1752379,4398.2222,5331.1665,-3.014298,285.53061,347.98087,-0.95891511,140,170,0,290,410,420,6.5952148
belimumab,817.05573,-8638.2422,1.429696,4304.3862,5314.2109,2.9342408,375.87283,408.92142,-0.1535068,340,270,200,420,410,550,7.269043
benralizumab,989.8761,-8247.9414,1.6180683,4123.4204,5448.583,-3.7031002,447.72775,362.24399,2.8751969,250,240,240,440,760,370,8.074707
bevacizumab,759.22375,-7601.771,1.6020695,4278.8472,5580.2349,-6.4621663,369.40512,335.61401,-0.32684299,410,210,260,690,530,420,7.0493164
bimagrumab,722.85168,-7553.8354,0.40406656,4290.5513,5122.5449,0.69865656,328.32712,148.54173,8.7384233,180,90,0,280,370,140,9.6274414
blosozumab,779.97681,-7346.7202,1.0879866,3942.7769,5652.6865,-7.2538071,858.17206,425.27042,-3.3068528,320,130,300,450,620,490,5.3637695
bococizumab,877.1319,-8421.7676,1.6648167,3989.4497,5504.4492,1.6240504,306.36868,383.62411,8.4295282,310,240,50,410,680,160,9.6567383
brentuximab,826.84058,-7131.228,0.40600598,4133.8428,5320.6895,-7.0531058,487.10522,300.4375,-4.379415,340,150,290,400,510,530,4.8686523
briakinumab,878.98956,-8591.7705,1.1702659,4225.0566,5128.2588,1.1522093,600.87897,781.13904,8.0027208,100,370,50,180,480,190,9.4223633
brodalumab,753.19257,-8374.3994,0.69874668,4234.3862,5275.853,0.79211581,407.52811,314.03149,4.7994566,190,250,90,370,480,180,9.1879883
canakinumab,799.36029,-8285.1768,0.75900733,4283.5659,5293.2515,-3.2728808,258.95255,133.90897,1.1385795,180,140,220,390,620,440,7.737793
carlumab,867.60144,-7726.2905,0.83659798,3877.2251,5406.9937,-3.4693706,333.14755,372.53946,-1.0197459,150,50,190,370,250,420,6.7416992
certolizumab,782.08789,-7717.2051,1.8381687,3922.3711,5489.0566,-4.5699711,109.0499,305.25406,0.076010793,390,90,140,640,420,290,7.605957
cetuximab,780.35358,-8251.1328,0.54805315,4218.3574,5226.8418,-4.9759789,444.83505,318.60999,2.6915855,250,50,100,550,270,280,8.206543
cixutumumab,772.18359,-8280.8242,1.5190543,4347.2212,5808.9785,0.80440491,411.12216,536.22137,-0.25627378,370,300,130,440,440,420,7.1665039
clazakizumab,915.40076,-8453.5156,1.1594085,4204.4258,5003.5923,-8.0998735,295.45297,364.54099,-0.8763274,120,150,250,340,360,380,6.565918
codrituzumab,732.58588,-7892.502,1.3513576,4166.8809,5370.9473,3.2484713,317.05618,506.06818,5.3280606,150,240,100,360,580,310,8.543457
crenezumab,655.79596,-7805.0078,0.71560347,4111.3315,5260.6885,1.1028296,313.24515,319.948,-0.20033424,110,50,120,310,170,280,7.1518555
dacetuzumab,720.38721,-8029.0874,1.1702726,4177.0811,5178.8311,3.3078527,114.19245,297.58456,5.3900275,170,170,90,420,470,180,9.3344727
daclizumab,887.96991,-7445.2432,1.0960174,4034.6553,5194.8086,0.54922599,333.3555,541.58636,3.5452452,90,400,190,250,680,360,8.7924805
dalotuzumab,806.06824,-8085.2295,1.2166286,4017.1401,5589.0024,0.7775743,306.22894,438.55743,4.9669623,160,140,40,380,410,150,8.909668
daratumumab,853.06464,-8180.5381,0.89530587,3830.6375,5487.8682,-2.9157159,253.36041,186.16692,0.21329343,340,110,90,670,330,270,7.6352539
denosumab,802.52502,-8502.9785,0.82858026,4128.5845,5401.8354,1.3473841,393.59048,200.35701,3.1688704,140,250,90,470,500,230,8.6606445
dinutuximab,677.68524,-7644.1431,1.724229,3883.9292,5644.2065,4.4256744,457.29468,323.47824,3.3561237,80,170,0,380,540,200,8.4702148
drozitumab,770.23425,-8394.6807,1.5479289,4200.2036,4942.9126,-5.9169264,349.45544,560.15479,-1.4473058,260,150,140,360,280,390,5.7192383
duligotuzumab,856.10101,-7915.6929,1.0670325,3986.9846,5312.6401,-9.9039869,397.27408,362.48175,-4.4366875,200,50,310,430,430,410,4.8813477
dupilumab,929.56281,-9009.4268,0.86991966,4173.6069,5500.5024,0.7877385,367.51953,213.28061,0.2712549,290,160,40,450,350,280,7.6645508
eculizumab,892.56281,-7802.7593,1.2867962,4249.0566,5507.1787,-9.0761299,565.35303,445.83603,-1.8681885,270,90,370,450,570,500,5.6938477
efalizumab,904.34601,-8088.2373,1.6327784,4130.5098,5401.1226,1.7867301,92.144928,525.53015,3.592416,120,400,130,360,730,270,8.6459961
eldelumab,815.75861,-8610.2676,0.68500185,4052.3633,5604.3599,-3.5207057,271.21109,230.96358,2.2338786,390,70,150,500,340,240,7.8696289
elotuzumab,875.17255,-8000.0884,1.166865,4013.9023,5444.8418,-5.7451754,178.88144,351.98254,-1.0766261,250,180,170,500,440,330,6.2905273
emibetuzumab,796.58478,-8007.3115,1.0088689,4015.4297,5195.4189,1.1752052,455.99612,667.0343,5.5401111,180,190,70,260,630,210,9.1147461
enokizumab,1065.8674,-7461.269,1.5769614,4015.4526,5430.27,-5.2780294,412.89706,291.04431,-0.96206826,330,190,170,540,480,420,7.2543945
epratuzumab,853.83032,-8061.2568,0.89344013,4639.2612,5335.2759,0.3079606,320.02344,448.34143,2.7704916,140,190,210,290,630,500,8.6459961
etrolizumab,788.10144,-7892.7378,1.454113,4121.4429,5052.7163,-5.1797285,379.09241,409.85379,2.0263712,130,150,230,410,370,330,7.9135742
evolocumab,722.8551,-7334.645,0.62890667,4289.8672,5197.1699,-5.7080145,226.97226,296.11191,0.066488504,190,50,110,190,410,410,7.5766602
farletuzumab,741.96039,-7496.3115,0.71607518,4086.0493,5475.6436,-5.24193,266.30106,174.56493,-0.009718721,240,40,190,340,370,370,7.3862305
fasinumab,923.39941,-8178.1597,1.0508,4091.7114,5615.0981,-4.9481196,803.00696,334.90125,-1.409321,280,150,510,440,570,640,5.9350586
fezakinumab,827.41479,-8321.1855,0.93418127,4100.3569,5288.5469,-8.1745377,735.09607,418.28439,-2.2603316,380,200,220,430,440,400,6.7124023
ficlatuzumab,839.3338,-8072.2036,0.69426477,4306.9487,5164.5962,-2.8934462,421.16608,348.24017,-0.34368071,160,140,40,410,430,280,6.9760742
figitumumab,852.27838,-8633.4336,0.43934265,4099.6997,5535.7168,-0.19730963,231.84349,242.44769,3.042886,200,230,140,450,520,250,8.7045898
fletikumab,893.25952,-8329.8525,1.2093945,4481.5054,5392.6943,-9.6687145,468.81693,265.33112,-2.1127334,170,80,290,260,400,460,6.3540039
foralumab,853.58765,-8492.9326,0.46337605,4070.3899,5376.9824,1.7991673,593.36084,343.92975,7.6135359,340,240,150,520,610,250,9.5395508
fresolimumab,719.44244,-8133.5615,2.0981376,4104.5645,5541.5039,0.10307896,287.04843,715.89301,-1.3702439,430,190,190,620,480,390,5.4145508
fulranumab,861.8244,-8144.2729,0.76200062,4051.677,5253.7314,-3.6725478,281.02246,85.5672,2.6956763,160,200,100,410,570,230,8.2504883
galiximab,1077.2675,-7255.2378,1.8536861,3233.2878,6210.7856,-5.7679181,214.11916,447.14178,-3.2386923,450,210,90,700,510,290,5.9477539
ganitumab,761.74054,-7705.3149,0.78782481,3925.4998,5527.5288,-0.18404776,400.44907,607.0498,3.0999141,190,180,80,400,320,270,8.3823242
gantenerumab,929.42456,-8533.2549,0.68570161,4146.5439,5369.3994,4.3680472,504.8244,227.53947,6.6464887,220,190,70,420,390,250,9.2319336
gemtuzumab,711.24585,-8019.729,1.0670551,4134.6338,5569.459,-0.1430766,306.8613,455.1481,0.023837052,370,110,160,600,370,300,7.4741211
gevokizumab,875.04034,-7681.5361,0.29848701,4420.6885,4996.6138,-2.6182103,272.82361,416.4563,4.4443355,240,200,260,380,620,370,9.2172852
girentuximab,937.90405,-8408.0898,0.73283088,4037.3984,5008.3511,0.87688863,278.66208,389.98203,3.0798705,230,170,100,480,450,150,8.5727539
glembatumumab,750.64081,-7721.2578,0.58160323,4063.7437,5320.7812,0.10533207,135.35402,460.63965,3.113637,300,140,130,460,350,170,8.3530273
golimumab,958.69727,-8907.8623,0.72620857,4071.5815,5455.2012,0.25098285,458.18533,316.4502,4.6284943,270,90,40,360,360,160,9.0854492
guselkumab,873.45172,-7002.5352,0.38586402,4018.4067,5327.5967,-0.25316307,353.82001,302.06946,3.6181121,290,220,100,410,390,350,8.8071289
ibalizumab,734.59222,-8398.2373,0.34179336,4277.9082,5584.335,-2.4086831,260.34503,489.3031,-0.11965754,190,250,300,370,440,560,7.371582
imgatuzumab,865.30066,-8038.8291,0.59926397,4192.0747,5222.3711,0.20689361,218.66074,286.19318,6.4915252,60,150,0,190,430,230,9.1733398
infliximab,774.02771,-8432.4756,0.73781449,4067.5754,5262.585,-0.78452736,546.90247,189.63126,-2.641381,240,120,40,460,220,210,5.4526367
inotuzumab,1019.5566,-8342.0078,0.82776624,4366.6323,5308.7905,3.6024458,328.74155,483.41769,4.2344127,200,80,40,390,500,290,8.9243164
ipilimumab,763.72559,-8445.4473,0.73537278,4363.21,5196.4575,0.72203499,315.64041,216.43042,4.5219393,160,140,150,460,580,230,9.1586914
ixekizumab,792.85754,-8386.6826,1.0224962,4244.856,5720.9878,2.9959416,345.35321,285.90729,5.1131787,340,210,150,550,410,400,8.8657227
lampalizumab,614.56226,-7792.9077,1.5866419,4098.4927,5282.3926,-10.614492,797.66205,195.36696,-4.9104433,130,60,450,400,500,590,4.5893555
lebrikizumab,818.76337,-8059.3853,0.44842178,4028.8521,5634.0454,-4.732482,374.7124,355.32776,-3.4203725,400,50,120,510,380,320,4.8305664
lenzilumab,826.15253,-8863.4131,0.60788405,4286.043,5150.8726,5.9940515,360.91605,248.13617,9.7698412,140,390,0,370,590,130,9.612793
lintuzumab,728.98749,-7769.4648,0.94435787,4347.355,5314.3398,-0.30698425,269.95749,402.16446,2.7518682,240,220,210,470,580,380,8.1772461
lirilumab,972.02783,-7949.6304,1.8903983,3766.0537,5660.2969,-1.5092936,55.737007,365.73016,1.4661466,320,130,80,470,250,290,7.8256836
lumiliximab,764.9007,-8501.5811,1.1068828,4524.5249,5142.8413,0.47477373,176.6813,363.40457,1.278029,140,230,110,350,610,260,7.7963867
matuzumab,775.77264,-7882.1992,0.94178373,4290.8833,5365.4048,-4.8194699,363.03232,508.27283,0.023052169,210,200,130,420,520,270,7.4155273
mavrilimumab,837.72174,-7476.7969,0.88860083,3971.2039,5723.1909,-5.7988629,506.31122,194.55426,-6.04637,280,180,390,330,380,650,4.9321289
mepolizumab,806.41534,-8290.4316,0.43311459,4088.156,5639.0801,-0.22605217,380.91132,249.21965,3.0789604,210,100,140,290,430,330,8.1625977
mogamulizumab,795.37811,-8541.4229,0.87887639,3984.1943,5843.8955,0.87920141,404.39301,177.50026,1.2007039,260,110,90,540,330,350,7.8256836
motavizumab,809.51489,-7462.4551,1.203711,3950.7874,5533.7104,-5.0455794,316.63852,362.89984,4.3678827,320,270,200,380,640,340,8.9682617
muromonab,784.34369,-7578.1602,0.82301188,4395.5205,5260.7817,-4.0584493,336.91208,533.58893,6.1690831,90,360,90,250,700,200,9.1879883
natalizumab,893.05933,-8419.9756,1.1685252,4248.5913,5324.0205,-2.6655457,206.32071,561.93011,3.0622096,110,350,170,320,700,350,8.206543
necitumumab,754.90912,-7436.0596,0.36742204,4251.3008,5275.0254,-2.8139379,296.11884,109.46101,1.2742795,140,130,130,330,460,270,7.7817383
nimotuzumab,808.20465,-8447.167,1.5075828,4460.8887,5323.9365,0.72949499,228.29393,291.64426,3.2770958,150,150,160,310,440,360,8.5288086
nivolumab,759.62659,-8633.5254,0.9584102,4143.9976,4908.5361,0.41090813,373.42932,396.99521,2.4212046,0,180,130,290,570,230,8.8071289
obinutuzumab,803.98199,-7952.3901,0.49908939,3993.8721,5631.4292,0.40093192,316.00522,353.26801,1.1855968,230,250,230,500,560,400,7.6352539
ocrelizumab,920.64435,-7649.5723,0.90077096,4054.3794,5307.4424,0.65247911,260.14502,353.49786,3.2242177,170,150,90,380,400,280,8.543457
ofatumumab,816.94208,-8738.6367,0.43098766,4202.1572,5336.2627,-4.0961342,365.28235,252.95517,1.1616435,280,90,130,460,330,310,7.737793
olaratumab,826.51398,-8282.4609,0.55956548,4265.2808,5552.7397,1.81665,245.02354,604.98657,3.3091733,240,170,110,460,300,230,8.074707
olokizumab,762.92639,-8458.5645,0.50477082,4453.5835,5272.2783,-8.5252972,310.49622,615.35638,-2.115799,230,50,140,500,360,280,5.0844727
omalizumab,777.07257,-8182.1143,1.1134347,4530.6567,5320.022,-7.4888577,505.02234,576.4165,-3.1962814,190,130,240,470,470,370,5.6938477
onartuzumab,917.45239,-8228.1924,0.74339908,4478.7642,5296.5732,0.37454021,236.27435,425.51804,2.0144191,330,120,150,600,570,290,8.1333008
otelixizumab,795.02747,-8780.4189,1.846702,4169.4653,5274.2227,-3.8315299,571.79565,741.86981,-1.145143,110,100,240,380,240,340,5.9350586
otlertuzumab,749.25983,-7344.8057,0.93103766,3966.261,5524.1162,0.66003501,332.72775,400.27005,1.8700918,240,230,190,460,530,460,8.0014648
ozanezumab,658.85095,-8061.1748,0.54431707,4046.8933,5789.188,3.7410612,129.12721,425.49866,5.5314012,330,270,40,620,560,250,8.9682617
palivizumab,854.45538,-7263.6772,0.86061591,3798.9504,5480.5415,-4.2801299,406.83521,259.69507,3.7802424,200,90,70,310,440,180,8.777832
panitumumab,759.3764,-7513.9478,0.37766626,4205.9487,4927.4238,-6.6181397,409.58087,346.1994,-1.8207358,0,150,190,160,500,330,5.8842773
panobacumab,934.29962,-9150.7148,0.43269706,4020.7317,5479.3306,0.064080954,97.303955,694.63745,3.5783634,220,120,50,380,330,180,8.4116211
parsatuzumab,933.89478,-8866.9609,0.37787801,4183.2305,5497.1294,-4.0474758,479.30011,335.69354,1.2864054,190,310,300,420,620,360,7.7084961
patritumab,861.30438,-8454.0547,0.8569783,4332.0029,5277.3306,0.30555344,351.90671,681.94019,3.5713243,210,180,90,500,370,330,8.2358398
pembrolizumab,758.54797,-8408.6982,1.12892,3997.2771,5601.2378,0.96377283,256.66931,393.88788,2.7686281,200,140,110,420,290,280,8.4116211
pertuzumab,800.88348,-8241.9209,0.50022548,4065.8867,5343.6333,-4.6666985,225.85233,218.09166,2.3696909,280,270,0,530,570,140,8.4116211
pinatuzumab,810.77008,-8453.1553,0.58591831,4378.541,5250.415,-0.050099723,264.14609,404.77628,0.17686608,140,130,190,370,520,290,7.5620117
polatuzumab,743.45789,-8282.2627,1.0369446,4042.6904,5548.9014,-8.3288679,550.87842,401.0491,-4.3430362,240,210,400,510,490,490,4.9448242
ponezumab,718.80444,-8691.4854,1.3847642,4216.2046,5678.1533,1.0289656,116.12923,292.79111,4.9183078,310,270,250,480,510,380,8.8071289
radretumab,708.92133,-7958.0317,0.65913153,4021.5054,5524.5117,0.73111081,294.40512,202.68005,2.3863058,380,150,60,600,420,270,8.2358398
ramucirumab,733.71448,-7629.436,0.46182102,4086.5461,5436.2246,-5.8546605,392.22794,241.71495,2.2691026,200,80,270,530,350,420,8.5727539
ranibizumab,861.4754,-7676.0132,1.2568604,4070.344,5549.041,-7.6269689,345.00101,309.25052,-1.0104284,430,200,280,660,610,340,6.3032227
reslizumab,721.04565,-7878.9248,0.60767043,4302.126,5333.6328,-6.0304365,254.78864,216.99315,-0.27154616,260,150,150,540,610,320,7.0053711
rilotumumab,844.23041,-7902.0601,0.81000763,3830.3677,5343.1753,-3.3677056,158.13599,126.03027,3.7005081,230,90,60,410,440,110,7.972168
rituximab,844.09363,-6753.9282,0.76066792,4108.5801,5445.0303,1.064393,154.1368,393.55551,8.1671658,180,220,50,290,510,150,9.5102539
robatumumab,869.87268,-8260.7109,0.88766938,3968.5466,5070.5698,0.33460155,309.4483,271.40265,3.9728045,210,210,120,330,510,320,9.0708008
romosozumab,858.57233,-8437.1309,1.5094442,4395.6606,5448.0908,-7.075542,688.27789,499.34384,-2.1678424,160,170,240,270,610,380,5.0083008
sarilumab,689.64716,-8098.4375,1.0685225,4160.6431,5212.1992,-0.27524313,350.87973,177.78523,0.83148408,110,200,310,350,460,550,7.4741211
secukinumab,1013.5865,-9129.7168,0.74395889,4209.4614,5277.8311,-4.2846808,252.96184,349.42743,-1.1168202,230,110,160,440,450,330,6.8881836
seribantumab,970.59003,-7489.0205,1.0387436,3675.1963,5695.2588,-5.9871559,353.9715,233.49229,2.9280434,440,100,50,590,280,150,8.309082
sifalimumab,658.9234,-8238.9268,0.79053855,4402.2793,5267.377,1.5444424,182.47931,166.411,5.5306721,160,180,40,330,480,170,9.2758789
siltuximab,823.14679,-7376.457,1.0613927,3590.3652,5625.8076,-7.4386964,242.75937,240.31821,1.3041109,350,40,80,560,380,210,7.7963867
simtuzumab,836.47076,-7798.8369,0.80469173,3862.2417,5796.6104,0.95868826,203.83005,233.1954,4.4704609,230,160,140,360,350,180,8.675293
sirukumab,742.59296,-7299.0952,1.2200367,3661.9819,5661.1611,-5.5261188,272.7858,182.82037,-1.8623729,440,90,210,510,300,370,5.3256836
tabalumab,916.36755,-8282.0068,0.52827811,4147.8062,5363.8545,0.20404963,147.64984,478.59769,4.5584855,80,150,90,310,460,170,9.0268555
tanezumab,867.6261,-7725.6851,0.88627344,3982.8508,5534.1748,-4.277132,207.41914,375.00961,2.8835618,270,50,40,460,430,190,8.206543
teplizumab,861.19415,-8619.0264,1.2867681,4135.3086,5177.5981,-3.6698301,569.79474,716.06415,6.3137226,0,180,210,160,540,270,9.1733398
tigatuzumab,933.04547,-8092.1372,1.1386893,3837.0957,5531.3145,1.1230206,271.99518,257.65399,2.0205102,150,0,120,420,330,270,7.9575195
tildrakizumab,686.76007,-7473.5454,1.530794,4223.3726,5326.5068,-5.2661185,398.59814,565.25525,2.7274585,320,170,190,520,550,410,8.3969727
tocilizumab,965.61389,-8276.8086,0.8833077,4222.0728,5109.0723,-0.1694613,258.82193,275.45215,6.4660363,200,210,90,420,450,140,9.5834961
tovetumab,719.841,-8379.5332,0.74007499,3937.5745,5368.1411,-0.17517498,221.93184,309.98792,6.7255039,140,200,140,350,430,200,9.3491211
tralokinumab,818.34991,-8522.6777,0.76579362,4222.8042,5467.9126,-9.9997015,241.7682,441.36652,-1.7490861,310,70,280,470,380,430,5.262207
trastuzumab,764.53735,-8255.7676,1.0696524,4232.2856,5272.8623,0.49049005,216.39265,388.88623,1.5775114,140,290,50,440,640,200,8.309082
tremelimumab,789.29083,-8398.9385,1.3490415,4553.5063,5235.4053,-3.6854641,346.93613,346.08408,5.716804,300,170,70,420,510,180,8.9536133
urelumab,906.89728,-8082.2119,0.73002207,4390.1807,5447.7998,-5.1548438,370.77618,520.2934,-0.41183063,260,140,200,520,380,420,6.9174805
ustekinumab,817.42468,-7514.23,0.94919384,4045.1663,5479.9482,0.61720568,102.52245,211.27242,2.4530714,100,90,150,380,470,370,8.5141602
vedolizumab,932.45215,-8243.6602,0.58372068,4201.6465,5479.9556,-2.9395168,315.5303,398.29767,-0.38671172,160,180,160,360,510,310,7.034668
veltuzumab,923.81134,-7116.2656,1.8930577,4138.7935,5268.1182,0.52921009,360.27423,463.11539,1.8546948,240,120,110,390,460,440,8.1333008
visilizumab,899.26477,-7444.6924,1.0245275,4065.8958,5124.8789,-4.3493595,490.98685,438.40762,5.6814456,120,190,180,300,540,370,9.0854492
zalutumumab,876.34796,-8510.209,0.67089063,4144.187,5426.3838,-5.9281425,471.86267,212.92059,3.3400896,210,100,260,400,480,410,8.3676758
zanolimumab,746.34833,-6980.374,1.3396146,3889.5288,5468.4468,-3.43294,356.97668,188.46579,3.0718021,240,50,0,590,490,90,8.3823242
